"shapeid","x","y"
"0","-94.992682","29.927335"
"0","-94.99267","29.927164"
"0","-94.992676","29.927031"
"0","-94.992695","29.926614"
"0","-94.992695","29.926543"
"0","-94.992682","29.926477"
"0","-94.992688","29.926427"
"0","-94.992713","29.926361"
"0","-94.992726","29.926284"
"0","-94.992783","29.926163"
"0","-94.992814","29.926136"
"0","-94.993004","29.926031"
"0","-94.99306","29.926031"
"0","-94.994026","29.925756"
"0","-94.994102","29.92575"
"0","-94.994165","29.925728"
"0","-94.994291","29.925635"
"0","-94.994324","29.925603"
"0","-94.994569","29.925371"
"0","-94.994891","29.924875"
"0","-94.995187","29.924375"
"0","-94.995244","29.924309"
"0","-94.995332","29.924243"
"0","-94.995376","29.924188"
"0","-94.995458","29.924039"
"0","-94.995509","29.923979"
"0","-94.995572","29.923924"
"0","-94.995692","29.923841"
"0","-94.995919","29.923726"
"0","-94.996032","29.923698"
"0","-94.996146","29.923698"
"0","-94.996241","29.923764"
"0","-94.996348","29.923786"
"0","-94.996512","29.923769"
"0","-94.996645","29.923714"
"0","-94.996771","29.923632"
"0","-94.996941","29.923423"
"0","-94.997093","29.922983"
"0","-94.997143","29.922746"
"0","-94.997174","29.922675"
"0","-94.997206","29.922625"
"0","-94.997269","29.922559"
"0","-94.997376","29.922394"
"0","-94.997654","29.922064"
"0","-94.997748","29.921987"
"0","-94.997931","29.921586"
"0","-94.998045","29.921377"
"0","-94.998114","29.921184"
"0","-94.998303","29.920838"
"0","-94.998354","29.920645"
"0","-94.998442","29.920464"
"0","-94.998486","29.920348"
"0","-94.998694","29.920112"
"0","-94.998719","29.920062"
"0","-94.998738","29.919958"
"0","-94.998745","29.919925"
"0","-94.998738","29.919864"
"0","-94.998656","29.919771"
"0","-94.998075","29.919424"
"0","-94.997677","29.91915"
"0","-94.997014","29.91854"
"0","-94.996795","29.918378"
"0","-94.996727","29.918327"
"0","-94.996591","29.918226"
"0","-94.996528","29.918174"
"0","-94.996464","29.918121"
"0","-94.996446","29.918106"
"0","-94.996414","29.918062"
"0","-94.99637","29.917957"
"0","-94.996191","29.917742"
"0","-94.996048","29.917572"
"0","-94.995864","29.917336"
"0","-94.995814","29.917231"
"0","-94.99577","29.917166"
"0","-94.995713","29.917023"
"0","-94.995492","29.916577"
"0","-94.995474","29.916537"
"0","-94.995371","29.916302"
"0","-94.995327","29.916093"
"0","-94.995321","29.916071"
"0","-94.995276","29.916026"
"0","-94.995207","29.915956"
"0","-94.995082","29.915856"
"0","-94.995015","29.915803"
"0","-94.994982","29.915776"
"0","-94.994973","29.915769"
"0","-94.994904","29.91568"
"0","-94.994879","29.915648"
